note_path,model_used,model_size,clinical_accuracy,completeness,conciseness,clarity,hallucination
notes/data/followups/scaphoid_fractures/20250328_221308_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/scaphoid_fractures/20250328_221333_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,4.0,3.0,No
notes/data/followups/scaphoid_fractures/20250328_221333_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/scaphoid_fractures/20250328_221333_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/scaphoid_fractures/20250328_221333_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/distal_radius_fractures/20250328_220501_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/distal_radius_fractures/20250328_220501_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/distal_radius_fractures/20250328_220436_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,3.0,No
notes/data/followups/distal_radius_fractures/20250328_220436_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/distal_radius_fractures/20250328_220436_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/distal_radius_fractures/20250328_220436_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/distal_radius_fractures/20250328_220501_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/distal_radius_fractures/20250328_220501_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,3.0,No
notes/data/followups/fifth_metatarsal_fracture/20250328_220920_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/fifth_metatarsal_fracture/20250328_220920_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/fifth_metatarsal_fracture/20250328_220900_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/fifth_metatarsal_fracture/20250328_220900_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,3.0,No
notes/data/followups/fifth_metatarsal_fracture/20250328_220900_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/fifth_metatarsal_fracture/20250328_220900_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/fifth_metatarsal_fracture/20250328_220920_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/fifth_metatarsal_fracture/20250328_220920_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/elbow_fractures/20250328_221213_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/elbow_fractures/20250328_221238_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,3.0,No
notes/data/followups/elbow_fractures/20250328_221213_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/elbow_fractures/20250328_221213_gemma3_4b.txt,gemma3,4b,4.0,4.0,3.0,2.0,No
notes/data/followups/elbow_fractures/20250328_221238_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,3.0,No
notes/data/followups/elbow_fractures/20250328_221238_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/elbow_fractures/20250328_221213_llama3.2_3b.txt,llama3.2,3b,4.0,5.0,3.0,2.0,No
notes/data/followups/elbow_fractures/20250328_221238_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,5.0,3.0,2.0,No
notes/data/followups/achilles_tendon_ruptures/20250328_222334_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,5.0,3.0,2.0,No
notes/data/followups/achilles_tendon_ruptures/20250328_222304_qwen2.5_3b.txt,qwen2.5,3b,4.0,4.0,3.0,2.0,No
notes/data/followups/achilles_tendon_ruptures/20250328_222334_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/achilles_tendon_ruptures/20250328_222334_gemma3_4b.txt,gemma3,4b,4.0,5.0,3.0,2.0,No
notes/data/followups/achilles_tendon_ruptures/20250328_222304_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/achilles_tendon_ruptures/20250328_222334_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,3.0,No
notes/data/followups/achilles_tendon_ruptures/20250328_222304_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,5.0,3.0,2.0,No
notes/data/followups/hip_fractures/20250328_220646_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/hip_fractures/20250328_220622_llama3.2_3b.txt,llama3.2,3b,4.0,5.0,3.0,2.0,No
notes/data/followups/hip_fractures/20250328_220646_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/hip_fractures/20250328_220646_qwen2.5_3b.txt,qwen2.5,3b,4.0,4.0,4.0,3.0,No
notes/data/followups/hip_fractures/20250328_220622_qwen2.5_3b.txt,qwen2.5,3b,4.0,5.0,4.0,3.0,No
notes/data/followups/hip_fractures/20250328_220646_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,5.0,4.0,3.0,No
notes/data/followups/hip_fractures/20250328_220622_gemma3_4b.txt,gemma3,4b,4.0,4.0,3.0,2.0,No
notes/data/followups/hip_fractures/20250328_220622_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,4.0,3.0,2.0,No
notes/data/followups/septic_arthritis/20250328_222418_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/septic_arthritis/20250328_222353_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/septic_arthritis/20250328_222418_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/septic_arthritis/20250328_222418_qwen2.5_3b.txt,qwen2.5,3b,4.0,5.0,3.0,2.0,No
notes/data/followups/septic_arthritis/20250328_222353_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,3.0,5.0,3.0,No
notes/data/followups/septic_arthritis/20250328_222418_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,4.0,3.0,2.0,No
notes/data/followups/septic_arthritis/20250328_222353_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/septic_arthritis/20250328_222353_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/acetabular_fractures/20250328_221419_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/acetabular_fractures/20250328_221355_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/acetabular_fractures/20250328_221355_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/acetabular_fractures/20250328_221355_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,3.0,No
notes/data/followups/acetabular_fractures/20250328_221419_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/acetabular_fractures/20250328_221355_qwen2.5_3b.txt,qwen2.5,3b,4.0,5.0,3.0,2.0,No
notes/data/followups/acetabular_fractures/20250328_221419_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/acetabular_fractures/20250328_221419_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,5.0,3.0,2.0,No
notes/data/followups/bicep_tendon_ruptures/20250328_222220_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/bicep_tendon_ruptures/20250328_222241_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,3.0,No
notes/data/followups/bicep_tendon_ruptures/20250328_222241_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,3.0,No
notes/data/followups/bicep_tendon_ruptures/20250328_222220_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/bicep_tendon_ruptures/20250328_222241_qwen2.5_3b.txt,qwen2.5,3b,4.0,5.0,3.0,3.0,No
notes/data/followups/bicep_tendon_ruptures/20250328_222220_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/bicep_tendon_ruptures/20250328_222220_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,3.0,No
notes/data/followups/bicep_tendon_ruptures/20250328_222241_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/shoulder_dislocations/20250328_222049_qwen2.5_3b.txt,qwen2.5,3b,4.0,5.0,3.0,2.0,No
notes/data/followups/shoulder_dislocations/20250328_222049_llama3.2_3b.txt,llama3.2,3b,4.0,5.0,3.0,3.0,No
notes/data/followups/shoulder_dislocations/20250328_222028_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,5.0,3.0,2.0,No
notes/data/followups/shoulder_dislocations/20250328_222028_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,4.0,2.0,No
notes/data/followups/shoulder_dislocations/20250328_222028_gemma3_4b.txt,gemma3,4b,4.0,4.0,3.0,2.0,No
notes/data/followups/shoulder_dislocations/20250328_222049_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,3.0,4.0,2.0,No
notes/data/followups/shoulder_dislocations/20250328_222049_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/shoulder_dislocations/20250328_222028_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,4.0,3.0,No
notes/data/followups/lisfranc_injuries/20250328_220940_gemma3_4b.txt,gemma3,4b,5.0,4.0,4.0,3.0,No
notes/data/followups/lisfranc_injuries/20250328_221010_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,5.0,3.0,2.0,No
notes/data/followups/lisfranc_injuries/20250328_221010_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/lisfranc_injuries/20250328_220940_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/lisfranc_injuries/20250328_221010_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,3.0,No
notes/data/followups/lisfranc_injuries/20250328_220940_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,3.0,No
notes/data/followups/lisfranc_injuries/20250328_221010_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/lisfranc_injuries/20250328_220940_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/calcaneus_fractures/20250328_221029_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,3.0,No
notes/data/followups/calcaneus_fractures/20250328_221056_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,4.0,3.0,No
notes/data/followups/calcaneus_fractures/20250328_221056_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/calcaneus_fractures/20250328_221029_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,4.0,4.0,3.0,No
notes/data/followups/calcaneus_fractures/20250328_221029_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/calcaneus_fractures/20250328_221056_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,4.0,3.0,2.0,No
notes/data/followups/calcaneus_fractures/20250328_221029_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/calcaneus_fractures/20250328_221056_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/tibial_plateau_fractures/20250328_221536_qwen2.5_3b.txt,qwen2.5,3b,4.0,4.0,3.0,3.0,No
notes/data/followups/tibial_plateau_fractures/20250328_221556_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,3.0,No
notes/data/followups/tibial_plateau_fractures/20250328_221536_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/tibial_plateau_fractures/20250328_221556_llama3.2_3b.txt,llama3.2,3b,4.0,5.0,3.0,2.0,No
notes/data/followups/tibial_plateau_fractures/20250328_221556_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/tibial_plateau_fractures/20250328_221536_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/tibial_plateau_fractures/20250328_221556_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,3.0,4.0,2.0,No
notes/data/followups/tibial_plateau_fractures/20250328_221536_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/tibial_shaft_fractures/20250328_220809_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,4.0,3.0,No
notes/data/followups/tibial_shaft_fractures/20250328_220833_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/tibial_shaft_fractures/20250328_220809_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/tibial_shaft_fractures/20250328_220833_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,4.0,3.0,No
notes/data/followups/tibial_shaft_fractures/20250328_220833_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/tibial_shaft_fractures/20250328_220809_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/tibial_shaft_fractures/20250328_220809_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,4.0,3.0,2.0,No
notes/data/followups/tibial_shaft_fractures/20250328_220833_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/clavicle_fractures/20250328_221916_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/clavicle_fractures/20250328_221851_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/clavicle_fractures/20250328_221916_llama3.2_3b.txt,llama3.2,3b,4.0,5.0,3.0,2.0,No
notes/data/followups/clavicle_fractures/20250328_221851_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,3.0,No
notes/data/followups/clavicle_fractures/20250328_221916_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,3.0,No
notes/data/followups/clavicle_fractures/20250328_221916_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,3.0,No
notes/data/followups/clavicle_fractures/20250328_221851_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/clavicle_fractures/20250328_221851_qwen2.5_3b.txt,qwen2.5,3b,4.0,5.0,3.0,2.0,No
notes/data/followups/pelvic_ring_fractures/20250328_221443_qwen2.5_3b.txt,qwen2.5,3b,4.0,5.0,3.0,3.0,No
notes/data/followups/pelvic_ring_fractures/20250328_221443_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/pelvic_ring_fractures/20250328_221512_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,3.0,No
notes/data/followups/pelvic_ring_fractures/20250328_221512_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/pelvic_ring_fractures/20250328_221443_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/pelvic_ring_fractures/20250328_221512_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,5.0,3.0,2.0,No
notes/data/followups/pelvic_ring_fractures/20250328_221443_llama3.2_3b.txt,llama3.2,3b,4.0,5.0,3.0,2.0,No
notes/data/followups/pelvic_ring_fractures/20250328_221512_llama3.2_3b.txt,llama3.2,3b,4.0,5.0,3.0,3.0,No
notes/data/followups/patellar_fractures/20250328_221155_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/patellar_fractures/20250328_221155_qwen2.5_3b.txt,qwen2.5,3b,4.0,4.0,3.0,3.0,No
notes/data/followups/patellar_fractures/20250328_221127_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/patellar_fractures/20250328_221127_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/patellar_fractures/20250328_221127_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,3.0,No
notes/data/followups/patellar_fractures/20250328_221155_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/patellar_fractures/20250328_221155_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,3.0,No
notes/data/followups/patellar_fractures/20250328_221127_llama3.2_3b.txt,llama3.2,3b,4.0,5.0,3.0,2.0,No
notes/data/followups/femoral_shaft_fractures/20250328_221642_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/femoral_shaft_fractures/20250328_221615_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/femoral_shaft_fractures/20250328_221615_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,3.0,4.0,3.0,No
notes/data/followups/femoral_shaft_fractures/20250328_221642_gemma3_4b.txt,gemma3,4b,4.0,5.0,3.0,3.0,No
notes/data/followups/femoral_shaft_fractures/20250328_221615_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/femoral_shaft_fractures/20250328_221642_qwen2.5_3b.txt,qwen2.5,3b,4.0,5.0,4.0,3.0,No
notes/data/followups/femoral_shaft_fractures/20250328_221615_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/femoral_shaft_fractures/20250328_221642_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/proximal_humerus_fractures/20250328_220741_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,5.0,4.0,3.0,2.0,No
notes/data/followups/proximal_humerus_fractures/20250328_220717_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/proximal_humerus_fractures/20250328_220717_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,5.0,3.0,2.0,No
notes/data/followups/proximal_humerus_fractures/20250328_220717_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/proximal_humerus_fractures/20250328_220741_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/proximal_humerus_fractures/20250328_220741_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/proximal_humerus_fractures/20250328_220741_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/proximal_humerus_fractures/20250328_220717_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/quadricep_tendon_ruptures/20250328_222157_llama3.2_3b.txt,llama3.2,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/quadricep_tendon_ruptures/20250328_222115_gemma3_4b.txt,gemma3,4b,4.0,3.0,3.0,3.0,No
notes/data/followups/quadricep_tendon_ruptures/20250328_222115_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,5.0,4.0,3.0,No
notes/data/followups/quadricep_tendon_ruptures/20250328_222157_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,3.0,No
notes/data/followups/quadricep_tendon_ruptures/20250328_222157_gemma3_4b.txt,gemma3,4b,5.0,4.0,3.0,2.0,No
notes/data/followups/quadricep_tendon_ruptures/20250328_222157_deepseek-r1_1.5b.txt,deepseek-r1,1.5b,4.0,4.0,3.0,2.0,No
notes/data/followups/quadricep_tendon_ruptures/20250328_222115_qwen2.5_3b.txt,qwen2.5,3b,5.0,4.0,3.0,2.0,No
notes/data/followups/quadricep_tendon_ruptures/20250328_222115_llama3.2_3b.txt,llama3.2,3b,4.0,4.0,3.0,2.0,No
